id,quales_id,quales_split,assertion,input,goal
359,362,test_gold,El 88% de los pacientes con covid-19 que participaron en un estudio multicéntrico europeo tuvo alteración del gusto.,El 88% de los pacientes con covid-19 que participaron en un estudio multicéntrico europeo tuvo alteración del, gusto
360,363,test_gold,Martín Fraschini fue presidente de la Sociedad de Otorrinolaringología del Uruguay.,Martín Fraschini fue presidente de la Sociedad de Otorrinolaringología del, Uruguay
361,364,test_gold,Martín Fraschini fue presidente de la Sorlu.,Martín Fraschini fue presidente de la, Sorlu
362,365,test_gold,La Sorlu es la Sociedad de Otorrinolaringología del Uruguay.,La Sorlu es la Sociedad de Otorrinolaringología del, Uruguay
363,366,test_gold,Daniel Salinas fue ministro de Salud.,Daniel Salinas fue ministro de, Salud
364,367,test_gold,Daniel Salinas fue ministro de salud.,Daniel Salinas fue ministro de, salud
365,368,test_gold,Miguel Asqueta fue el director general de la Salud.,Miguel Asqueta fue el director general de la, Salud
366,369,test_gold,Miguel Asqueta fue director general de Salud.,Miguel Asqueta fue director general de, Salud
367,37,test_gold,Argentina es el país de América Latina donde ocurrió la primera muerte por Covid-19.,Argentina es el país de América Latina donde ocurrió la primera muerte por, Covid-19
368,374,test_gold,El mismo tapabocas se podía usar durante tres horas.,El mismo tapabocas se podía usar durante tres, horas
369,377,test_gold,"Los sectores para los que se flexibilizaron los seguros de paro fueron comercios, comercios minoristas, servicios turísticos, agencias de viajes y restaurantes.","Los sectores para los que se flexibilizaron los seguros de paro fueron comercios, comercios minoristas, servicios turísticos, agencias de viajes y", restaurantes
370,379,test_gold,Pablo Mieres fue ministro de Trabajo y Seguridad Social.,Pablo Mieres fue ministro de Trabajo y Seguridad, Social
371,38,test_gold,La primera muerte por Covid-19 en América Latina fue un hombre de 64 años que regresó de un viaje a Europa y estaba internado en un hospital de la Ciudad de Buenos Aires.,La primera muerte por Covid-19 en América Latina fue un hombre de 64 años que regresó de un viaje a Europa y estaba internado en un hospital de la Ciudad de Buenos, Aires
372,381,test_gold,"El seguro de paro parcial es una reducción horaria para los empleados, y el resto del salario lo cubre el Banco de Previsión Social.","El seguro de paro parcial es una reducción horaria para los empleados, y el resto del salario lo cubre el Banco de Previsión", Social
373,383,test_gold,"Se implementó un chatbot en la página del Ministerio de Salud Pública (MSP), un sistema de respuesta automática a las dudas más frecuentes sobre el coronavirus, con información recabada por el Sistema Nacional de Emergencias, el MSP y la Administración de los Servicios de Salud del Estado.","Se implementó un chatbot en la página del Ministerio de Salud Pública (MSP), un sistema de respuesta automática a las dudas más frecuentes sobre el coronavirus, con información recabada por el Sistema Nacional de Emergencias, el MSP y la Administración de los Servicios de Salud del", Estado
374,384,test_gold,Se empezó a controlar el precio del alcohol en gel y los tapabocas.,Se empezó a controlar el precio del alcohol en gel y los, tapabocas
375,385,test_gold,Álvaro Delgado fue secretario de Presidencia.,Álvaro Delgado fue secretario de, Presidencia
376,389,test_gold,Las canastas financiadas por los Fondos Sociales de la Construcción pesan unos 40 kilos.,Las canastas financiadas por los Fondos Sociales de la Construcción pesan unos 40, kilos
377,39,test_gold,"Roberto Tórrez fue el jefe de Epidemiología de Santa Cruz, Bolivia.","Roberto Tórrez fue el jefe de Epidemiología de Santa Cruz,", Bolivia
378,395,test_gold,Íñigo Urkullu fue presidente del País Vasco.,Íñigo Urkullu fue presidente del País, Vasco
379,396,test_gold,La Guerra Civil Española terminó en 1939.,La Guerra Civil Española terminó en, 1939
380,40,test_gold,"Bolivia, Venezuela y Uruguay fueron los países de América Latina que no tenían casos de Covid.","Bolivia, Venezuela y Uruguay fueron los países de América Latina que no tenían casos de", Covid
381,403,test_gold,"Los no vacunados que viajaban a Suiza debían presentar un test negativo al llegar y, además, hacerse otra prueba entre cuatro y siete días después.","Los no vacunados que viajaban a Suiza debían presentar un test negativo al llegar y, además, hacerse otra prueba entre cuatro y siete días", después
382,406,test_gold,Greg Mortimer es un crucero.,Greg Mortimer es un, crucero
383,409,test_gold,El crucero Greg Mortimer tuvo 200 personas a bordo.,El crucero Greg Mortimer tuvo 200 personas a, bordo
384,41,test_gold,El coronavirus apareció por primera vez en diciembre.,El coronavirus apareció por primera vez en, diciembre
385,410,test_gold,La Armada Nacional evacuó a ciudadanos australianos con COVID-19 del crucero Greg Mortimer.,La Armada Nacional evacuó a ciudadanos australianos con COVID-19 del crucero Greg, Mortimer
386,413,test_gold,Tim Cook fue el CEO de Apple que felicitó al gobierno por las alertas de Coronavirus.uy.,Tim Cook fue el CEO de Apple que felicitó al gobierno por las alertas de, Coronavirus.uy
387,42,test_gold,El coronavirus apareció por primera vez en China.,El coronavirus apareció por primera vez en, China
388,428,test_gold,La rebaja de sueldos para el fondo coronavirus duró dos meses.,La rebaja de sueldos para el fondo coronavirus duró dos, meses
389,429,test_gold,El descuento a funcionarios se hizo a partir de un sueldo líquido por encima de los 80.000 pesos.,El descuento a funcionarios se hizo a partir de un sueldo líquido por encima de los 80.000, pesos
390,43,test_gold,El primer caso de Covid en Paraguay apareció en 2020.,El primer caso de Covid en Paraguay apareció en, 2020
391,436,test_gold,"La información para conocer quiénes necesitan asistencia proviene de fuentes de datos del Ministerio de Desarrollo Social, el Banco de Previsión Social y la Intendencia de Montevideo.","La información para conocer quiénes necesitan asistencia proviene de fuentes de datos del Ministerio de Desarrollo Social, el Banco de Previsión Social y la Intendencia de", Montevideo
392,438,test_gold,"En España, los pacientes más graves y con mayor probabilidad de supervivencia tenían prioridad para ingresar a cuidados intensivos.","En España, los pacientes más graves y con mayor probabilidad de supervivencia tenían prioridad para ingresar a cuidados", intensivos
393,44,test_gold,La LUD es la Liga Universitaria de Deportes.,La LUD es la Liga Universitaria de, Deportes
394,440,test_gold,María Cruz Martín es una médica intensivista española.,María Cruz Martín es una médica intensivista, española
395,445,test_gold,Robert Silva fue el presidente de la Administración Nacional de Educación Pública.,Robert Silva fue el presidente de la Administración Nacional de Educación, Pública
396,447,test_gold,Un estudiante de enseñanza media tiene 12 o 13 profesores.,Un estudiante de enseñanza media tiene 12 o 13, profesores
397,448,test_gold,La estrategia para enfrentar la pandemia fue el aislamiento social y quedarse en casa.,La estrategia para enfrentar la pandemia fue el aislamiento social y quedarse en, casa
398,45,test_gold,Santiago Alonso fue presidente de la LUD.,Santiago Alonso fue presidente de la, LUD
399,455,test_gold,"La aplicación CoronavirusUy contiene información sobre ingresos, egresos, test, agendas y vacunas.","La aplicación CoronavirusUy contiene información sobre ingresos, egresos, test, agendas y", vacunas
400,456,test_gold,La aplicación CoronavirusUy requería 15 minutos para detectar a una persona contagiada cercana.,La aplicación CoronavirusUy requería 15 minutos para detectar a una persona contagiada, cercana
401,457,test_gold,Gastón Milano es un ingeniero que formó parte del equipo que creó la aplicación CoronavirusUy.,Gastón Milano es un ingeniero que formó parte del equipo que creó la aplicación, CoronavirusUy
402,46,test_gold,La LUD suspendió su actividad deportiva.,La LUD suspendió su actividad, deportiva
403,465,test_gold,El uso de los teléfonos celulares puede desarrollar conductas adictivas.,El uso de los teléfonos celulares puede desarrollar conductas, adictivas
404,467,test_gold,Los trastornos que pueden venir a consecuencia del exceso de información son la ansiedad y la depresión.,Los trastornos que pueden venir a consecuencia del exceso de información son la ansiedad y la, depresión
405,468,test_gold,La hiperconectividad provoca adicciones sociales.,La hiperconectividad provoca adicciones, sociales
406,469,test_gold,Los teléfonos celulares fueron la tecnología de comunicación con mayor crecimiento a nivel global.,Los teléfonos celulares fueron la tecnología de comunicación con mayor crecimiento a nivel, global
407,47,test_gold,La LUD retomó su actividad deportiva.,La LUD retomó su actividad, deportiva
408,471,test_gold,El primer caso de covid-19 en Uruguay se detectó en marzo.,El primer caso de covid-19 en Uruguay se detectó en, marzo
409,472,test_gold,"El proyecto de secuenciación del genoma de SARS-CoV-2 en Uruguay estuvo a cargo de la Universidad de la República (Udelar), el Institut Pasteur de Montevideo, el Instituto Nacional de Investigación Agropecuaria (INIA) y el Instituto de Investigaciones Biológicas Clemente Estable (IIBCE).","El proyecto de secuenciación del genoma de SARS-CoV-2 en Uruguay estuvo a cargo de la Universidad de la República (Udelar), el Institut Pasteur de Montevideo, el Instituto Nacional de Investigación Agropecuaria (INIA) y el Instituto de Investigaciones Biológicas Clemente Estable", (IIBCE)
410,474,test_gold,"El test serológico detecta, en sangre obtenida de las personas, si hay anticuerpos generados por el virus.","El test serológico detecta, en sangre obtenida de las personas, si hay anticuerpos generados por el", virus
411,475,test_gold,Gonzalo Moratorio trabajó en el Laboratorio de Virología Molecular de la Facultad de Ciencias.,Gonzalo Moratorio trabajó en el Laboratorio de Virología Molecular de la Facultad de, Ciencias
412,476,test_gold,El coronavirus ingresó a Uruguay.,El coronavirus ingresó a, Uruguay
413,48,test_gold,El doctor Carlos Voituret estuvo involucrado en la redacción de los protocolos sanitarios.,El doctor Carlos Voituret estuvo involucrado en la redacción de los protocolos, sanitarios
414,481,test_gold,José Quintín Olano fue el director de Salud del departamento de Treinta y Tres.,José Quintín Olano fue el director de Salud del departamento de Treinta y, Tres
415,491,test_gold,Las N95 son máscaras.,Las N95 son, máscaras
416,492,test_gold,El coronavirus se contagia por el aire.,El coronavirus se contagia por el, aire
417,495,test_gold,El 1º de mayo se celebra el Día Internacional de los Trabajadores.,El 1º de mayo se celebra el Día Internacional de los, Trabajadores
418,509,test_gold,Los vecinos de Cotravi pidieron un subsidio de 20.000 pesos.,Los vecinos de Cotravi pidieron un subsidio de 20.000, pesos
419,51,test_gold,"Reino Unido, Baréin, Canadá, Arabia Saudita y México aprobaron el uso de emergencia de la vacuna de Pfizer-BioNTech contra el covid-19.","Reino Unido, Baréin, Canadá, Arabia Saudita y México aprobaron el uso de emergencia de la vacuna de Pfizer-BioNTech contra el", covid-19
420,510,test_gold,Las canastas del gobierno valían 1.200 pesos.,Las canastas del gobierno valían 1.200, pesos
421,514,test_gold,Nicolás Jodal trabajó en GeneXus,Nicolás Jodal trabajó en, GeneXus
422,515,test_gold,Las nuevas funcionalidades de CoronavirusUy fueron informadas por Jodal a través de Twitter.,Las nuevas funcionalidades de CoronavirusUy fueron informadas por Jodal a través de, Twitter
423,516,test_gold,Los datos sobre vacunación en la aplicación CoronavirusUy se actualizaban cada dos horas.,Los datos sobre vacunación en la aplicación CoronavirusUy se actualizaban cada dos, horas
424,517,test_gold,El MSP es el Ministerio de Salud Pública.,El MSP es el Ministerio de Salud, Pública
425,52,test_gold,El órgano regulador sanitario de México es Cofepris.,El órgano regulador sanitario de México es, Cofepris
426,520,test_gold,"El tapabocas debía cubrir el mentón, la boca y la nariz.","El tapabocas debía cubrir el mentón, la boca y la", nariz
427,521,test_gold,"Para evitar el contagio de COVID-19, se debía mantener una distancia de dos metros.","Para evitar el contagio de COVID-19, se debía mantener una distancia de dos", metros
428,523,test_gold,Los ministros de Economía de la zona euro se han reunido durante seis horas.,Los ministros de Economía de la zona euro se han reunido durante seis, horas
429,526,test_gold,La zona euro dispuso de un fondo de medio billón de euros.,La zona euro dispuso de un fondo de medio billón de, euros
430,527,test_gold,Italia y España fueron los países de la zona euro con mayor cantidad de casos de COVID durante la pandemia.,Italia y España fueron los países de la zona euro con mayor cantidad de casos de COVID durante la, pandemia
431,53,test_gold,Hugo López-Gatell fue subsecretario de salud de México.,Hugo López-Gatell fue subsecretario de salud de, México
432,541,test_gold,Nicolás Jodal desarrolló la aplicación CoronavirusUY.,Nicolás Jodal desarrolló la aplicación, CoronavirusUY
433,542,test_gold,Jodal trabaja en GeneXus.,Jodal trabaja en, GeneXus
434,543,test_gold,Los menores de 18 años no podían inscribirse para vacunarse.,Los menores de 18 años no podían inscribirse para, vacunarse
435,547,test_gold,El gobierno decretó la emergencia sanitaria por el coronavirus.,El gobierno decretó la emergencia sanitaria por el, coronavirus
436,549,test_gold,"La encuesta de la Academia Internacional de Sexología Médica encontró que la masturbación fue la actividad sexual más frecuente durante la cuarentena, tanto en varones como en mujeres.","La encuesta de la Academia Internacional de Sexología Médica encontró que la masturbación fue la actividad sexual más frecuente durante la cuarentena, tanto en varones como en", mujeres
437,551,test_gold,"El sexting es el intercambio consentido de mensajes, fotos y videos eróticos por internet.","El sexting es el intercambio consentido de mensajes, fotos y videos eróticos por", internet
438,552,test_gold,La cuarentena afectó psicológicamente causando ansiedad y estrés.,La cuarentena afectó psicológicamente causando ansiedad y, estrés
439,554,test_gold,El ex preso político Juan José Noveched Sosa falleció por coronavirus.,El ex preso político Juan José Noveched Sosa falleció por, coronavirus
440,557,test_gold,Juan José Noveched murió a los 76 años.,Juan José Noveched murió a los 76, años
441,558,test_gold,Juan José Noveched estuvo preso entre 1971 y 1981.,Juan José Noveched estuvo preso entre 1971 y, 1981
442,559,test_gold,Crysol es una agrupación de ex presos políticos.,Crysol es una agrupación de ex presos, políticos
443,56,test_gold,La FDA es la Administración de Alimentos y Medicamentos en Estados Unidos.,La FDA es la Administración de Alimentos y Medicamentos en Estados, Unidos
444,560,test_gold,El número de atención psicológica 0800 1920 funcionó las 24 horas.,El número de atención psicológica 0800 1920 funcionó las 24, horas
445,565,test_gold,El número para llamar en caso de una situación peligrosa es el 911.,El número para llamar en caso de una situación peligrosa es el, 911
446,566,test_gold,"En Argentina, durante la cuarentena, se permitió salir a correr en un radio de hasta 500 metros de la casa.","En Argentina, durante la cuarentena, se permitió salir a correr en un radio de hasta 500 metros de la", casa
447,567,test_gold,"Las ciudades argentinas con mayor presencia de COVID fueron la ciudad de Buenos Aires y otras capitales, como Rosario o Córdoba.","Las ciudades argentinas con mayor presencia de COVID fueron la ciudad de Buenos Aires y otras capitales, como Rosario o", Córdoba
448,570,test_gold,Los países más afectados por covid en Europa fueron Italia y España.,Los países más afectados por covid en Europa fueron Italia y, España
449,579,test_gold,Pablo Orefice fue el director del programa salud.uy.,Pablo Orefice fue el director del programa, salud.uy
450,583,test_gold,La aplicación CoronavirusUy fue utilizada para alertar a las personas que habían estado en contacto con un paciente positivo de COVID-19.,La aplicación CoronavirusUy fue utilizada para alertar a las personas que habían estado en contacto con un paciente positivo de, COVID-19
451,584,test_gold,La aplicación Coronavirus.uy envía el mensaje 'Alerta: La persona que usa este celular puede haber estado expuesta al virus del COVID-19' en caso de exposición a un caso positivo de Covid.,La aplicación Coronavirus.uy envía el mensaje 'Alerta: La persona que usa este celular puede haber estado expuesta al virus del COVID-19' en caso de exposición a un caso positivo de, Covid
452,588,test_gold,El proyecto para penalizar la educación sexual en Polonia fue presentado por organizaciones civiles 'pro vida' y contrarias a los derechos de la población LGBTI.,El proyecto para penalizar la educación sexual en Polonia fue presentado por organizaciones civiles 'pro vida' y contrarias a los derechos de la población, LGBTI
453,590,test_gold,Draginja Nadazdin fue directora de Amnistía Internacional Polonia.,Draginja Nadazdin fue directora de Amnistía Internacional, Polonia
454,592,test_gold,Las personas en situación de calle se albergaron en el Gran Parque Central.,Las personas en situación de calle se albergaron en el Gran Parque, Central
455,596,test_gold,Jacinda Ardern fue primera ministra de Nueva Zelanda.,Jacinda Ardern fue primera ministra de Nueva, Zelanda
456,597,test_gold,Nueva Zelanda tuvo un período de seis meses sin casos de coronavirus.,Nueva Zelanda tuvo un período de seis meses sin casos de, coronavirus
457,6,test_gold,No se diagnosticó a ninguna persona con coronavirus en las cárceles de Uruguay.,No se diagnosticó a ninguna persona con coronavirus en las cárceles de, Uruguay
458,600,test_gold,"Phil Valentine, un conductor de radio de Estados Unidos, falleció a los 61 años a causa de la covid-19.","Phil Valentine, un conductor de radio de Estados Unidos, falleció a los 61 años a causa de la", covid-19
459,602,test_gold,Los contactos vacunados no necesitaban aislarse en el Reino Unido.,Los contactos vacunados no necesitaban aislarse en el Reino, Unido
460,603,test_gold,Los contactos de positivos de Reino Unido estaban obligados a guardar una cuarentena de diez días.,Los contactos de positivos de Reino Unido estaban obligados a guardar una cuarentena de diez, días
461,604,test_gold,NHS Covid-19 es la aplicación oficial del sistema de salud británico.,NHS Covid-19 es la aplicación oficial del sistema de salud, británico
462,606,test_gold,Terra Brasserie es un restaurante.,Terra Brasserie es un, restaurante
463,608,test_gold,La propuesta de subsidios del FA tenía un costo estimado de 240 millones de dólares.,La propuesta de subsidios del FA tenía un costo estimado de 240 millones de, dólares
464,614,test_gold,"Los diputados Eduardo Lust (Cabildo Abierto) y César Vega (Partido Ecologista Radical Intransigente), los abogados Gustavo Salle y Hoenir Sarthou, y la comunicadora Patricia Wolf le plantearon al presidente la suspensión del contrato con UPM.","Los diputados Eduardo Lust (Cabildo Abierto) y César Vega (Partido Ecologista Radical Intransigente), los abogados Gustavo Salle y Hoenir Sarthou, y la comunicadora Patricia Wolf le plantearon al presidente la suspensión del contrato con", UPM
465,615,test_gold,El tercer caso confirmado de COVID-19 en Deportivo Maldonado fue Agustín Sant'Ann.,El tercer caso confirmado de COVID-19 en Deportivo Maldonado fue Agustín, Sant'Ann
466,617,test_gold,El jugador de Deportivo Maldonado contagiado de COVID-19 se encontraba aislado.,El jugador de Deportivo Maldonado contagiado de COVID-19 se encontraba, aislado
467,62,test_gold,Carissa Etienne fue directora de la Organización Panamericana de la Salud.,Carissa Etienne fue directora de la Organización Panamericana de la, Salud
468,624,test_gold,Participar en Eno Breathe fue gratuito.,Participar en Eno Breathe fue, gratuito
469,626,test_gold,El arquero John fue uno de los casos positivos de Santos tras el partido con Boca Juniors.,El arquero John fue uno de los casos positivos de Santos tras el partido con Boca, Juniors
470,629,test_gold,La Conmebol resolvió que no había lugar a reclamo de puntos.,La Conmebol resolvió que no había lugar a reclamo de, puntos
471,636,test_gold,Alexandr Gorélov fue subdirector del Instituto de Epidemiología de la oficina nacional de protección al consumidor.,Alexandr Gorélov fue subdirector del Instituto de Epidemiología de la oficina nacional de protección al, consumidor
472,639,test_gold,CEPAL es la Comisión Económica para América Latina y el Caribe.,CEPAL es la Comisión Económica para América Latina y el, Caribe
473,647,test_gold,ASSE es la Administración de Servicios de Salud del Estado.,ASSE es la Administración de Servicios de Salud del, Estado
474,650,test_gold,Eduardo Henderson fue gerente general de ASSE.,Eduardo Henderson fue gerente general de, ASSE
475,651,test_gold,Eduardo Henderson fue el gerente general de ASSE.,Eduardo Henderson fue el gerente general de, ASSE
476,656,test_gold,Miguel Martinez fue el decano de la Facultad de Medicina.,Miguel Martinez fue el decano de la Facultad de, Medicina
477,657,test_gold,Miguel Martínez fue decano de la Facultad de Medicina.,Miguel Martínez fue decano de la Facultad de, Medicina
478,667,test_gold,Los renunciantes de ASSE permanecieron en sus cargos hasta el 30 del mes.,Los renunciantes de ASSE permanecieron en sus cargos hasta el 30 del, mes
479,668,test_gold,Leonardo Cipriani fue presidente de ASSE.,Leonardo Cipriani fue presidente de, ASSE
480,669,test_gold,Jorge Basso fue ministro de Salud Pública.,Jorge Basso fue ministro de Salud, Pública
481,674,test_gold,El dengue fue una de las enfermedades que más preocuparon al Ministerio de Salud Pública (MSP).,El dengue fue una de las enfermedades que más preocuparon al Ministerio de Salud Pública, (MSP)
482,678,test_gold,Liverpool fue el campeón en Inglaterra.,Liverpool fue el campeón en, Inglaterra
483,680,test_gold,"el pastor Márquez fue el fundador de la Iglesia Misión y de la ONG Beraca, Jorge Márquez.","el pastor Márquez fue el fundador de la Iglesia Misión y de la ONG Beraca, Jorge", Márquez
484,681,test_gold,El pastor Márquez es de la iglesia Misión Vida.,El pastor Márquez es de la iglesia Misión, Vida
485,686,test_gold,Marcos Carámbula fue el presidente de la Administración de Servicios de Salud del Estado (ASSE).,Marcos Carámbula fue el presidente de la Administración de Servicios de Salud del Estado, (ASSE)
486,688,test_gold,Carámbula propone la vacunación como solución para la pandemia.,Carámbula propone la vacunación como solución para la, pandemia
487,689,test_gold,"Las poblaciones prioritarias con respecto a la vacunación fueron el personal de la salud, las personas de mayor riesgo que coexistían con el COVID y los adultos mayores.","Las poblaciones prioritarias con respecto a la vacunación fueron el personal de la salud, las personas de mayor riesgo que coexistían con el COVID y los adultos", mayores
488,693,test_gold,"Los dispositivos de medición de calor se emplean en escuelas, aeropuertos e instalaciones médicas.","Los dispositivos de medición de calor se emplean en escuelas, aeropuertos e instalaciones", médicas
489,703,test_gold,Aleksander Čeferin fue presidente de la UEFA.,Aleksander Čeferin fue presidente de la, UEFA
490,708,test_gold,Los participantes del estudio de anticuerpos de IrsiCaixa fueron observados durante 15 meses.,Los participantes del estudio de anticuerpos de IrsiCaixa fueron observados durante 15, meses
491,713,test_gold,"La enzima se encuentra unida a la membrana que recubre las células de pulmones, las arterias, los riñones y los intestinos.","La enzima se encuentra unida a la membrana que recubre las células de pulmones, las arterias, los riñones y los", intestinos
492,714,test_gold,El nombre científico del coronavirus es SARS-CoV-2.,El nombre científico del coronavirus es, SARS-CoV-2
493,72,test_gold,"Las directrices de la DGS de Portugal recomendaron que las personas más vulnerables, especialmente aquellas con enfermedades crónicas o inmunodepresión, usaran mascarilla.","Las directrices de la DGS de Portugal recomendaron que las personas más vulnerables, especialmente aquellas con enfermedades crónicas o inmunodepresión, usaran", mascarilla
494,721,test_gold,Llegaron dos millones de vacunas de Pfizer.,Llegaron dos millones de vacunas de, Pfizer
495,723,test_gold,Llegaron a Uruguay 172.800 dosis de la vacuna AstraZeneca.,Llegaron a Uruguay 172.800 dosis de la vacuna, AstraZeneca
496,727,test_gold,El shock de la demanda ocurre cuando los gastos del consumo caen en picada.,El shock de la demanda ocurre cuando los gastos del consumo caen en, picada
497,728,test_gold,"Algunos de los países europeos más afectados por la pandemia fueron aquellos que habían sufrido los peores recortes en el presupuesto público durante las medidas de austeridad en la zona euro, lo que vinculó la inversión pública con el control adecuado de la pandemia.","Algunos de los países europeos más afectados por la pandemia fueron aquellos que habían sufrido los peores recortes en el presupuesto público durante las medidas de austeridad en la zona euro, lo que vinculó la inversión pública con el control adecuado de la", pandemia
498,729,test_gold,OMS significa Organización Mundial de la Salud.,OMS significa Organización Mundial de la, Salud
499,730,test_gold,Una infección endémica es una enfermedad que ha logrado una presencia constante o prevalencia en una población.,Una infección endémica es una enfermedad que ha logrado una presencia constante o prevalencia en una, población
500,731,test_gold,Michael Ryan fue el director ejecutivo del Programa de Emergencias Sanitarias de la OMS.,Michael Ryan fue el director ejecutivo del Programa de Emergencias Sanitarias de la, OMS
501,734,test_gold,La línea de apoyo psicológico estuvo disponible las 24 horas.,La línea de apoyo psicológico estuvo disponible las 24, horas
502,736,test_gold,La medida del gobierno de invertir en la compra de estudios de covid-19 fue anunciada por la Unidad Centralizada de Adquisiciones del Ministerio de Economía y Finanzas (MEF).,La medida del gobierno de invertir en la compra de estudios de covid-19 fue anunciada por la Unidad Centralizada de Adquisiciones del Ministerio de Economía y Finanzas, (MEF)
503,737,test_gold,El gobierno uruguayo invirtió casi ocho millones de dólares en la compra de estudios diagnósticos y tomas de muestras de covid-19.,El gobierno uruguayo invirtió casi ocho millones de dólares en la compra de estudios diagnósticos y tomas de muestras de, covid-19
504,74,test_gold,La mascarilla es una medida eficaz para prevenir el contagio de covid-19.,La mascarilla es una medida eficaz para prevenir el contagio de, covid-19
505,747,test_gold,El Colectivo Trans del Uruguay (CTU) lanzó una campaña de donaciones para armar canastas de alimentos.,El Colectivo Trans del Uruguay (CTU) lanzó una campaña de donaciones para armar canastas de, alimentos
506,757,test_gold,El testeo de anticuerpos en Rivera se realizó en marzo.,El testeo de anticuerpos en Rivera se realizó en, marzo
507,76,test_gold,El proyecto de ley presentado por la senadora Carmen Sanguinetti establecía que el teletrabajo no podía superar el límite máximo de 44 y 48 horas semanales.,El proyecto de ley presentado por la senadora Carmen Sanguinetti establecía que el teletrabajo no podía superar el límite máximo de 44 y 48 horas, semanales
508,77,test_gold,Carmen Sanguinetti fue senadora del Partido Colorado.,Carmen Sanguinetti fue senadora del Partido, Colorado
509,8,test_gold,"Las restricciones para las visitas a los reclusos permitían una visita mayor de 18 años por persona privada de libertad y no permitían mujeres embarazadas, personas inmunodeprimidas o que presentaran síntomas de coronavirus.","Las restricciones para las visitas a los reclusos permitían una visita mayor de 18 años por persona privada de libertad y no permitían mujeres embarazadas, personas inmunodeprimidas o que presentaran síntomas de", coronavirus
510,83,test_gold,Nacional y Peñarol donaron kits de cuidados personales al personal de la salud.,Nacional y Peñarol donaron kits de cuidados personales al personal de la, salud
511,84,test_gold,Nacional donó 3.000 kits por la pandemia.,Nacional donó 3.000 kits por la, pandemia
512,9,test_gold,Fernando Mattos fue presidente del INAC.,Fernando Mattos fue presidente del, INAC
513,96,test_gold,Benett fue primer ministro de Israel.,Benett fue primer ministro de, Israel
514,97,test_gold,El Sinae es el Sistema Nacional de Emergencias.,El Sinae es el Sistema Nacional de, Emergencias
515,0,train,El plan de contención económica social se elaboró para mitigar el impacto de la emergencia sanitaria.,El plan de contención económica social se elaboró para mitigar el impacto de la emergencia, sanitaria
516,1,train,"La comisión de expertos del FA estuvo integrada por Danilo Astori, el senador Daniel Olesker, el ex ministro de Trabajo y Seguridad Social Ernesto Murro y la economista Andrea Vigorito.","La comisión de expertos del FA estuvo integrada por Danilo Astori, el senador Daniel Olesker, el ex ministro de Trabajo y Seguridad Social Ernesto Murro y la economista Andrea", Vigorito
517,100,train,"Durante la pandemia por coronavirus, en la página de UNICEF se podía descargar una guía para hablar sobre Covid-19.","Durante la pandemia por coronavirus, en la página de UNICEF se podía descargar una guía para hablar sobre", Covid-19
518,101,train,El libro disponible en la página de UNICEF trata sobre los derechos del niño.,El libro disponible en la página de UNICEF trata sobre los derechos del, niño
519,102,train,El juego Right Runner estuvo disponible para celular.,El juego Right Runner estuvo disponible para, celular
520,103,train,El ibuprofeno es un antiinflamatorio no esteroideo.,El ibuprofeno es un antiinflamatorio no, esteroideo
521,105,train,Olivier Veran fue el ministro de salud de Francia.,Olivier Veran fue el ministro de salud de, Francia
522,106,train,"Las comorbilidades que se asociaron a muertes por Covid-19 fueron enfermedades cerebrovasculares y coronarias, diabetes e hipertensión.","Las comorbilidades que se asociaron a muertes por Covid-19 fueron enfermedades cerebrovasculares y coronarias, diabetes e", hipertensión
523,107,train,Charlotte Warren-Gash fue profesor asociado de epidemiología en la Escuela de Higiene y Medicina Tropical de Londres.,Charlotte Warren-Gash fue profesor asociado de epidemiología en la Escuela de Higiene y Medicina Tropical de, Londres
524,109,train,"Las autoridades del Centro de Almaceneros Minoristas, Baristas, Autoservicistas y Afines del Uruguay (CAMBADU) y el secretario de Presidencia, Álvaro Delgado, están evaluando la medida de exigir el uso de tapabocas en los comercios minoristas asociados a la gremial.","Las autoridades del Centro de Almaceneros Minoristas, Baristas, Autoservicistas y Afines del Uruguay (CAMBADU) y el secretario de Presidencia, Álvaro Delgado, están evaluando la medida de exigir el uso de tapabocas en los comercios minoristas asociados a la", gremial
525,11,train,En la pandemia por coronavirus quien recomendó al gobierno argentino mantener el aislamiento fue un grupo de expertos de entidades nacionales e internacionales.,En la pandemia por coronavirus quien recomendó al gobierno argentino mantener el aislamiento fue un grupo de expertos de entidades nacionales e, internacionales
526,115,train,El primer caso de Covid en Argentina apareció el 3 de marzo.,El primer caso de Covid en Argentina apareció el 3 de, marzo
527,117,train,Eduardo Wado de Pedro fue el Ministro del Interior de la Argentina.,Eduardo Wado de Pedro fue el Ministro del Interior de la, Argentina
528,118,train,Mario Meoni fue el Ministro de Transporte de la Argentina.,Mario Meoni fue el Ministro de Transporte de la, Argentina
529,14,train,Ginés González García fue ministro de Salud de Argentina.,Ginés González García fue ministro de Salud de, Argentina
530,143,train,"El organizador del concurso de dibujo y fotografía 'La cuarentena' fue la Facultad de Arquitectura, Diseño y Urbanismo de la Universidad de la República.","El organizador del concurso de dibujo y fotografía 'La cuarentena' fue la Facultad de Arquitectura, Diseño y Urbanismo de la Universidad de la", República
